#数据格式：sysObjectId,sysDescrPattern,_OBJ_CATEGORY,_OBJ_TYPE,VENDOR,MODEL
.1.3.6.1.4.1.9.1.330,,SWITCH,Switch,Cisco,cisco627,cisco600
.1.3.6.1.4.1.9.1.331,,SWITCH,Switch,Cisco,cisco633,cisco600
.1.3.6.1.4.1.9.1.332,,SWITCH,Switch,Cisco,cisco673,cisco600
.1.3.6.1.4.1.9.1.333,,SWITCH,Switch,Cisco,cisco675,cisco600
.1.3.6.1.4.1.9.1.334,,SWITCH,Switch,Cisco,cisco675e,cisco600
.1.3.6.1.4.1.9.1.335,,SWITCH,Switch,Cisco,cisco676,cisco600
.1.3.6.1.4.1.9.1.336,,SWITCH,Switch,Cisco,cisco677,cisco600
.1.3.6.1.4.1.9.1.337,,SWITCH,Switch,Cisco,cisco678,cisco600
.1.3.6.1.4.1.9.1.338,,SWITCH,Switch,Cisco,cisco3661Ac,cisco3660
.1.3.6.1.4.1.9.1.339,,SWITCH,Switch,Cisco,cisco3661Dc,cisco3660
.1.3.6.1.4.1.9.1.340,,SWITCH,Switch,Cisco,cisco3662Ac,cisco3660
.1.3.6.1.4.1.9.1.341,,SWITCH,Switch,Cisco,cisco3662Dc,cisco3660
.1.3.6.1.4.1.9.1.342,,SWITCH,Switch,Cisco,cisco3662AcCo,cisco3660
.1.3.6.1.4.1.9.1.343,,SWITCH,Switch,Cisco,cisco3662DcCo,cisco3660
.1.3.6.1.4.1.9.1.344,,SWITCH,Switch,Cisco,ciscoUBR7111,ciscoUBR
.1.3.6.1.4.1.9.1.346,,SWITCH,Switch,Cisco,ciscoUBR7114,ciscoUBR
.1.3.6.1.4.1.9.1.348,,SWITCH,Switch,Cisco,cisco12010,cisco12000
.1.3.6.1.4.1.9.1.349,,SWITCH,Switch,Cisco,cisco8110
.1.3.6.1.4.1.9.1.351,,SWITCH,Switch,Cisco,ciscoUBR905,ciscoUBR
.1.3.6.1.4.1.9.1.353,,SWITCH,Switch,Cisco,ciscoSOHO77
.1.3.6.1.4.1.9.1.354,,SWITCH,Switch,Cisco,ciscoSOHO76
.1.3.6.1.4.1.9.1.355,,SWITCH,Switch,Cisco,cisco7150Dualfe,cisco7150
.1.3.6.1.4.1.9.1.356,,SWITCH,Switch,Cisco,cisco7150Octt1,cisco7150
.1.3.6.1.4.1.9.1.357,,SWITCH,Switch,Cisco,cisco7150Dualt3,cisco7150
.1.3.6.1.4.1.9.1.359,,SWITCH,Switch,Cisco,catalyst2950t24,catalyst2900
.1.3.6.1.4.1.9.1.360,,SWITCH,Switch,Cisco,ciscoVPS1110
.1.3.6.1.4.1.9.1.361,,SWITCH,Switch,Cisco,ciscoContentEngine
.1.3.6.1.4.1.9.1.362,,SWITCH,Switch,Cisco,ciscoIAD2420
.1.3.6.1.4.1.9.1.363,,SWITCH,Switch,Cisco,cisco677i,cisco600
.1.3.6.1.4.1.9.1.364,,SWITCH,Switch,Cisco,cisco674,cisco600
.1.3.6.1.4.1.9.1.365,,SWITCH,Switch,Cisco,ciscoDPA7630,ciscoDPA
.1.3.6.1.4.1.9.1.366,,SWITCH,Switch,Cisco,catalyst355024,catalyst3550
.1.3.6.1.4.1.9.1.367,,SWITCH,Switch,Cisco,catalyst355048,catalyst3550
.1.3.6.1.4.1.9.1.368,,SWITCH,Switch,Cisco,catalyst355012T,catalyst3550
.1.3.6.1.4.1.9.1.371,,SWITCH,Switch,Cisco,ciscoCVA122E,ciscoCVA
.1.3.6.1.4.1.9.1.372,,SWITCH,Switch,Cisco,ciscoCVA124E,ciscoCVA
.1.3.6.1.4.1.9.1.373,,SWITCH,Switch,Cisco,ciscoURM
.1.3.6.1.4.1.9.1.374,,SWITCH,Switch,Cisco,ciscoURM2FE,ciscoURM
.1.3.6.1.4.1.9.1.375,,SWITCH,Switch,Cisco,ciscoURM2FE2V,ciscoURM
.1.3.6.1.4.1.9.1.379,,SWITCH,Switch,Cisco,ciscoCAP340,ciscoCAP
.1.3.6.1.4.1.9.1.380,,SWITCH,Switch,Cisco,ciscoCAP350,ciscoCAP
.1.3.6.1.4.1.9.1.381,,SWITCH,Switch,Cisco,ciscoDPA7610,ciscoDPA
.1.3.6.1.4.1.9.1.385,,SWITCH,Switch,Cisco,cisco12416,cisco12400
.1.3.6.1.4.1.9.1.386,,SWITCH,Switch,Cisco,cat2948gL3Dc,catalyst2900
.1.3.6.1.4.1.9.1.387,,SWITCH,Switch,Cisco,cat4908gL3Dc,catalyst4900
.1.3.6.1.4.1.9.1.388,,SWITCH,Switch,Cisco,cisco12406,cisco12400
.1.3.6.1.4.1.9.1.389,,SWITCH,Switch,Cisco,ciscoPIXFirewall506,ciscoPIXFirewall
.1.3.6.1.4.1.9.1.390,,SWITCH,Switch,Cisco,ciscoPIXFirewall515,ciscoPIXFirewall
.1.3.6.1.4.1.9.1.391,,SWITCH,Switch,Cisco,ciscoPIXFirewall520,ciscoPIXFirewall
.1.3.6.1.4.1.9.1.392,,SWITCH,Switch,Cisco,ciscoPIXFirewall525,ciscoPIXFirewall
.1.3.6.1.4.1.9.1.393,,SWITCH,Switch,Cisco,ciscoPIXFirewall535,ciscoPIXFirewall
.1.3.6.1.4.1.9.1.394,,SWITCH,Switch,Cisco,cisco12410,cisco12400
.1.3.6.1.4.1.9.1.395,,SWITCH,Switch,Cisco,cisco811,ciscoISDNRouter
.1.3.6.1.4.1.9.1.396,,SWITCH,Switch,Cisco,cisco813,ciscoISDNRouter
.1.3.6.1.4.1.9.1.397,,SWITCH,Switch,Cisco,cisco10720,cisco10000
.1.3.6.1.4.1.9.1.399,,SWITCH,Switch,Cisco,cisco4224
.1.3.6.1.4.1.9.1.400,,SWITCH,Switch,Cisco,ciscoWSC6513
.1.3.6.1.4.1.9.1.401,,SWITCH,Switch,Cisco,ciscoOSR7603,ciscoOSR
.1.3.6.1.4.1.9.1.402,,SWITCH,Switch,Cisco,ciscoOSR7606,ciscoOSR
.1.3.6.1.4.1.9.1.405,,SWITCH,Switch,Cisco,ciscoHSE
.1.3.6.1.4.1.9.1.406,,SWITCH,Switch,Cisco,ciscoONS15540ESP,ciscoONS
.1.3.6.1.4.1.9.1.409,,SWITCH,Switch,Cisco,ciscoCe507,ciscoContentEngine
.1.3.6.1.4.1.9.1.410,,SWITCH,Switch,Cisco,ciscoCe560,ciscoContentEngine
.1.3.6.1.4.1.9.1.411,,SWITCH,Switch,Cisco,ciscoCe590,ciscoContentEngine
.1.3.6.1.4.1.9.1.412,,SWITCH,Switch,Cisco,ciscoCe7320,ciscoContentEngine
.1.3.6.1.4.1.9.1.414,,SWITCH,Switch,Cisco,cisco3725,cisco3700
.1.3.6.1.4.1.9.1.416,,SWITCH,Switch,Cisco,cisco1760,cisco1700
.1.3.6.1.4.1.9.1.417,,SWITCH,Switch,Cisco,ciscoPIXFirewall501,ciscoPIXFirewall
.1.3.6.1.4.1.9.1.418,,SWITCH,Switch,Cisco,cisco2610M,cisco2600
.1.3.6.1.4.1.9.1.419,,SWITCH,Switch,Cisco,cisco2611M,cisco2600
.1.3.6.1.4.1.9.1.423,,SWITCH,Switch,Cisco,cisco12404,cisco12400
.1.3.6.1.4.1.9.1.424,,SWITCH,Switch,Cisco,cisco9004
.1.3.6.1.4.1.9.1.428,,SWITCH,Switch,Cisco,catalyst2900
.1.3.6.1.4.1.9.1.432,,SWITCH,Switch,Cisco,ciscoCE507AV,ciscoContentEngine
.1.3.6.1.4.1.9.1.433,,SWITCH,Switch,Cisco,ciscoCE560AV,ciscoContentEngine
.1.3.6.1.4.1.9.1.434,,SWITCH,Switch,Cisco,ciscoIE2105
.1.3.6.1.4.1.9.1.436,,SWITCH,Switch,Cisco,cisco3745,cisco3700
.1.3.6.1.4.1.9.1.439,,SWITCH,Switch,Cisco,cisco7304
.1.3.6.1.4.1.9.1.444,,SWITCH,Switch,Cisco,cisco1721,cisco1700
.1.3.6.1.4.1.9.1.446,,SWITCH,Switch,Cisco,cisco827H,cisco800
.1.3.6.1.4.1.9.1.449,,SWITCH,Switch,Cisco,ciscoWSC6503
.1.3.6.1.4.1.9.1.451,,SWITCH,Switch,Cisco,ciscoPIXFirewall515E,ciscoPIXFirewall
.1.3.6.1.4.1.9.1.454,,SWITCH,Switch,Cisco,ciscoCE2636,ciscoContentEngine
.1.3.6.1.4.1.9.1.455,,SWITCH,Switch,Cisco,ciscoDwCE
.1.3.6.1.4.1.9.1.457,,SWITCH,Switch,Cisco,ciscoRPMPR
.1.3.6.1.4.1.9.1.464,,SWITCH,Switch,Cisco,cisco6400UAC
.1.3.6.1.4.1.9.1.466,,SWITCH,Switch,Cisco,cisco2610XM,cisco2600
.1.3.6.1.4.1.9.1.467,,SWITCH,Switch,Cisco,cisco2611XM,cisco2600
.1.3.6.1.4.1.9.1.468,,SWITCH,Switch,Cisco,cisco2620XM,cisco2600
.1.3.6.1.4.1.9.1.469,,SWITCH,Switch,Cisco,cisco2621XM,cisco2600
.1.3.6.1.4.1.9.1.470,,SWITCH,Switch,Cisco,cisco2650XM
.1.3.6.1.4.1.9.1.471,,SWITCH,Switch,Cisco,cisco2651XM
.1.3.6.1.4.1.9.1.472,,SWITCH,Switch,Cisco,catalyst295024GDC,catalyst2900
.1.3.6.1.4.1.9.1.481,,SWITCH,Switch,Cisco,ciscoONS15540ESPx,ciscoONS
.1.3.6.1.4.1.9.1.485,,SWITCH,Switch,Cisco,catalyst355024
.1.3.6.1.4.1.9.1.486,,SWITCH,Switch,Cisco,ciscoCDM4630,ciscoCDM
.1.3.6.1.4.1.9.1.487,,SWITCH,Switch,Cisco,ciscoCDM4650,ciscoCDM
.1.3.6.1.4.1.9.1.490,,SWITCH,Switch,Cisco,ciscoCE508,ciscoContentEngine
.1.3.6.1.4.1.9.1.491,,SWITCH,Switch,Cisco,ciscoCE565,ciscoContentEngine
.1.3.6.1.4.1.9.1.492,,SWITCH,Switch,Cisco,ciscoCE7325,ciscoContentEngine
.1.3.6.1.4.1.9.1.504,,SWITCH,Switch,Cisco,ciscoCE7305,ciscoContentEngine
.1.3.6.1.4.1.9.1.505,,SWITCH,Switch,Cisco,ciscoCE510,ciscoContentEngine
.1.3.6.1.4.1.9.1.507,,SWITCH,Switch,Cisco,ciscoAIRAP1100
.1.3.6.1.4.1.9.1.509,,SWITCH,Switch,Cisco,cisco7609
.1.3.6.1.4.1.9.1.517,,SWITCH,Switch,Cisco,ciscoGSS
.1.3.6.1.4.1.9.1.518,,SWITCH,Switch,Cisco,ciscoPrimaryGSSM
.1.3.6.1.4.1.9.1.519,,SWITCH,Switch,Cisco,ciscoStandbyGSSM
.1.3.6.1.4.1.9.1.521,,SWITCH,Switch,Cisco,ciscoDSC9216K9
.1.3.6.1.4.1.9.1.522,,SWITCH,Switch,Cisco,cat6500FirewallSm,catalyst6500
.1.3.6.1.4.1.9.1.524,,SWITCH,Switch,Cisco,ciscoCSM
.1.3.6.1.4.1.9.1.525,,SWITCH,Switch,Cisco,ciscoAIRAP1210
.1.3.6.1.4.1.9.1.528,,SWITCH,Switch,Cisco,cisco7613
.1.3.6.1.4.1.9.1.531,,SWITCH,Switch,Cisco,ciscoCR4430
.1.3.6.1.4.1.9.1.532,,SWITCH,Switch,Cisco,ciscoCR4450
.1.3.6.1.4.1.9.1.533,,SWITCH,Switch,Cisco,ciscoAIRBR1410
.1.3.6.1.4.1.9.1.540,,SWITCH,Switch,Cisco,catalyst29408TT,catalyst2900
.1.3.6.1.4.1.9.1.542,,SWITCH,Switch,Cisco,catalyst29408TF,catalyst2900
.1.3.6.1.4.1.9.1.551,,SWITCH,Switch,Cisco,catalyst2950St24LRE997,catalyst2900
.1.3.6.1.4.1.9.1.552,,SWITCH,Switch,Cisco,ciscoAirAp350IOS
.1.3.6.1.4.1.9.1.554,,SWITCH,Switch,Cisco,cat6500SslSm,catalyst6500
.1.3.6.1.4.1.9.1.555,,SWITCH,Switch,Cisco,ciscoSIMSE
.1.3.6.1.4.1.9.1.556,,SWITCH,Switch,Cisco,ciscoESSE
.1.3.6.1.4.1.9.1.648,,SWITCH,Switch,Cisco,ciscoIPS
.1.3.6.1.4.1.9.1.670,,SWITCH,Switch,Cisco,ciscoASA
.1.3.6.1.4.1.9.1.824,,SWITCH,Switch,Cisco,ciscoACE
.1.3.6.1.4.1.9.5.12,,SWITCH,Switch,Cisco,cisco2900
.1.3.6.1.4.1.9.5.15,,SWITCH,Switch,Cisco,cisco3200
.1.3.6.1.4.1.9.5.17,,SWITCH,Switch,Cisco,cisco5500
.1.3.6.1.4.1.9.5.18,,SWITCH,Switch,Cisco,catalyst1900
.1.3.6.1.4.1.9.5.20,,SWITCH,Switch,Cisco,cisco2820
.1.3.6.1.4.1.9.5.26,,SWITCH,Switch,Cisco,cisco3000
.1.3.6.1.4.1.9.5.31,,SWITCH,Switch,Cisco,catalyst1900
.1.3.6.1.4.1.9.5.40,,SWITCH,Switch,Cisco,cisco4000
.1.3.6.1.4.1.9.5.42,,SWITCH,Switch,Cisco,catalyst2900
.1.3.6.1.4.1.9.5.45,,SWITCH,Switch,Cisco,catalyst6500
.1.3.6.1.4.1.9.5.7,,SWITCH,Switch,Cisco,catalyst5000
.1.3.6.1.4.1.14179.1.1.4.3,,SWITCH,Switch,Cisco,ciscoWiSM
.1.3.6.1.4.1.14179.1.1.4.4,,SWITCH,Switch,Cisco,ciscoWiSM
.1.3.6.1.4.1.9.5.62,,SWITCH,Switch,Cisco,cisco2948
.1.3.6.1.4.1.9.1.696,,SWITCH,Switch,Cisco,catalyst2960
.1.3.6.1.4.1.9.1.697,,SWITCH,Switch,Cisco,cisco4000
.1.3.6.1.4.1.9.1.798,,SWITCH,Switch,Cisco,catalyst2960
.1.3.6.1.4.1.9.1.674,,SWITCH,Switch,Cisco,ciscoPIXFirewall
.1.3.6.1.4.1.9.1.672,,SWITCH,Switch,Cisco,ciscoASA
.1.3.6.1.4.1.9.1.577,,SWITCH,Switch,Cisco,cisco2851
.1.3.6.1.4.1.9.1.875,,SWITCH,Switch,Cisco,catalyst4507
.1.3.6.1.4.1.9.1.923,,SWITCH,Switch,Cisco,ciscoASR1004
.1.3.6.1.4.1.9.1.544,,SWITCH,Switch,Cisco,cisco3700

